env,algo,config,norm,ess,top5_mass,saturation_mass
cube,CRL,29,clip_std,0.3413,0.2846,0.0
cube,CRL,30,raw,0.2579,0.2012,0.936
cube,CRL,30,zscore,0.3441,0.1895,0.0
cube,CRL,30,rank,0.9242,0.0772,0.0
cube,CRL,30,clip_std,0.3441,0.1895,0.0
cube,CRL,31,raw,0.3311,0.1528,0.9775
cube,CRL,31,zscore,0.2706,0.2895,0.0
cube,CRL,31,rank,0.9242,0.0772,0.0
cube,CRL,31,clip_std,0.3481,0.2795,0.0
cube,CRL,32,raw,0.2668,0.1888,0.985
cube,CRL,32,zscore,0.1989,0.2478,0.0453
cube,CRL,32,rank,0.9242,0.0772,0.0
cube,CRL,32,clip_std,0.4039,0.2341,0.0
cube,CRL,33,raw,0.3078,0.1699,0.9142
cube,CRL,33,zscore,0.2982,0.2876,0.0
cube,CRL,33,rank,0.9242,0.0772,0.0
cube,CRL,33,clip_std,0.3459,0.2824,0.0
cube,CRL,34,raw,0.4127,0.123,0.9843
cube,CRL,34,zscore,0.5564,0.1091,0.0
cube,CRL,34,rank,0.9242,0.0772,0.0
cube,CRL,34,clip_std,0.5564,0.1091,0.0
cube,CRL,35,raw,0.3371,0.1496,0.9834
cube,CRL,35,zscore,0.2656,0.2893,0.0
cube,CRL,35,rank,0.9242,0.0772,0.0
cube,CRL,35,clip_std,0.3535,0.2776,0.0
cube,CRL,36,raw,0.6,0.0833,1.0
cube,CRL,36,zscore,0.5941,0.1176,0.0
cube,CRL,36,rank,0.9242,0.0772,0.0
cube,CRL,36,clip_std,0.5941,0.1176,0.0
cube,CRL,37,raw,0.1741,0.3464,0.7041
cube,CRL,37,zscore,0.167,0.3365,0.0179
cube,CRL,37,rank,0.9242,0.0772,0.0
cube,CRL,37,clip_std,0.3162,0.299,0.0
cube,CRL,38,raw,0.3149,0.1615,0.9671
cube,CRL,38,zscore,0.2826,0.291,0.0
cube,CRL,38,rank,0.9242,0.0772,0.0
cube,CRL,38,clip_std,0.3501,0.2808,0.0
cube,CRL,39,raw,0.3337,0.1537,0.9502
cube,CRL,39,zscore,0.216,0.3163,0.0
cube,CRL,39,rank,0.9242,0.0772,0.0
cube,CRL,39,clip_std,0.3247,0.2943,0.0
cube,CRL,40,raw,0.2499,0.2053,0.9549
cube,CRL,40,zscore,0.41,0.1703,0.0
cube,CRL,40,rank,0.9242,0.0772,0.0
cube,CRL,40,clip_std,0.41,0.1703,0.0
cube,CRL,41,raw,0.3177,0.1608,0.9566
cube,CRL,41,zscore,0.227,0.3135,0.0
cube,CRL,41,rank,0.9242,0.0772,0.0
cube,CRL,41,clip_std,0.3269,0.2953,0.0
cube,CRL,42,raw,0.0756,0.6064,0.0917
cube,CRL,42,zscore,0.2587,0.2993,0.0139
cube,CRL,42,rank,0.9242,0.0772,0.0
cube,CRL,42,clip_std,0.3518,0.2885,0.0
cube,CRL,43,raw,0.3542,0.1437,0.9646
cube,CRL,43,zscore,0.3095,0.2842,0.0
cube,CRL,43,rank,0.9242,0.0772,0.0
cube,CRL,43,clip_std,0.3503,0.2806,0.0
cube,CRL,44,raw,0.3167,0.1592,0.9843
cube,CRL,44,zscore,0.2909,0.2834,0.0047
cube,CRL,44,rank,0.9242,0.0772,0.0
cube,CRL,44,clip_std,0.3604,0.2744,0.0
cube,CRL,45,raw,0.2536,0.2162,0.8326
cube,CRL,45,zscore,0.2732,0.2956,0.0
cube,CRL,45,rank,0.9242,0.0772,0.0
cube,CRL,45,clip_std,0.3387,0.2861,0.0
cube,CRL,46,raw,1.0,0.05,0.0
cube,CRL,46,zscore,0.7246,0.0979,0.0
cube,CRL,46,rank,0.9242,0.0772,0.0
cube,CRL,46,clip_std,0.7246,0.0979,0.0
cube,CRL,47,raw,0.3433,0.1483,0.9642
cube,CRL,47,zscore,0.1862,0.3312,0.0135
cube,CRL,47,rank,0.9242,0.0772,0.0
cube,CRL,47,clip_std,0.3148,0.2988,0.0
cube,CRL,48,raw,0.2,0.25,1.0
cube,CRL,48,zscore,0.6257,0.1185,0.0
cube,CRL,48,rank,0.9242,0.0772,0.0
cube,CRL,48,clip_std,0.6257,0.1185,0.0
cube,CRL,49,raw,0.2863,0.1845,0.8973
cube,CRL,49,zscore,0.1948,0.3269,0.0091
cube,CRL,49,rank,0.9242,0.0772,0.0
cube,CRL,49,clip_std,0.3156,0.2979,0.0
cube,CRL,50,raw,0.2813,0.183,0.9426
cube,CRL,50,zscore,0.2604,0.2891,0.0
cube,CRL,50,rank,0.9242,0.0772,0.0
cube,CRL,50,clip_std,0.3612,0.2731,0.0
cube,CRL,51,raw,0.3536,0.1438,0.9685
cube,CRL,51,zscore,0.2488,0.3045,0.0
cube,CRL,51,rank,0.9242,0.0772,0.0
cube,CRL,51,clip_std,0.3331,0.2897,0.0
cube,CRL,52,raw,0.6234,0.0816,0.9659
cube,CRL,52,zscore,0.4528,0.1561,0.0
cube,CRL,52,rank,0.9242,0.0772,0.0
cube,CRL,52,clip_std,0.4528,0.1561,0.0
cube,CRL,53,raw,0.0984,0.4908,0.0695
cube,CRL,53,zscore,0.3195,0.281,0.0
cube,CRL,53,rank,0.9242,0.0772,0.0
cube,CRL,53,clip_std,0.3551,0.2786,0.0
cube,CRL,54,raw,0.2685,0.1935,0.9341
cube,CRL,54,zscore,0.7455,0.0978,0.0
cube,CRL,54,rank,0.9242,0.0772,0.0
cube,CRL,54,clip_std,0.7455,0.0978,0.0
cube,CRL,55,raw,0.3222,0.1577,0.9673
cube,CRL,55,zscore,0.2638,0.301,0.0
cube,CRL,55,rank,0.9242,0.0772,0.0
cube,CRL,55,clip_std,0.3347,0.2887,0.0
cube,CRL,56,raw,0.3133,0.1618,0.9719
cube,CRL,56,zscore,0.2709,0.296,0.0
cube,CRL,56,rank,0.9242,0.0772,0.0
cube,CRL,56,clip_std,0.3475,0.2808,0.0
cube,CRL,57,raw,0.3146,0.1651,0.9256
cube,CRL,57,zscore,0.2231,0.3138,0.0
cube,CRL,57,rank,0.9242,0.0772,0.0
cube,CRL,57,clip_std,0.327,0.2933,0.0
cube,CRL,58,raw,0.0314,0.7023,0.0283
cube,CRL,58,zscore,0.5749,0.1201,0.0
cube,CRL,58,rank,0.9242,0.0772,0.0
cube,CRL,58,clip_std,0.5749,0.1201,0.0
cube,CRL,59,raw,0.345,0.1465,0.9788
cube,CRL,59,zscore,0.1775,0.3291,0.0271
cube,CRL,59,rank,0.9242,0.0772,0.0
cube,CRL,59,clip_std,0.3188,0.2986,0.0
cube,CRL,60,raw,0.1332,0.4224,0.7966
cube,CRL,60,zscore,0.8313,0.0622,0.0
cube,CRL,60,rank,0.9242,0.0772,0.0
cube,CRL,60,clip_std,0.8313,0.0622,0.0
cube,CRL,61,raw,0.259,0.2043,0.8918
cube,CRL,61,zscore,0.2749,0.2906,0.0
cube,CRL,61,rank,0.9242,0.0772,0.0
cube,CRL,61,clip_std,0.3443,0.2811,0.0
cube,CRL,62,raw,0.2625,0.1946,0.958
cube,CRL,62,zscore,0.3154,0.27,0.0
cube,CRL,62,rank,0.9242,0.0772,0.0
cube,CRL,62,clip_std,0.3847,0.2599,0.0
cube,CRL,63,raw,0.3482,0.1468,0.9571
cube,CRL,63,zscore,0.2921,0.2894,0.0
cube,CRL,63,rank,0.9242,0.0772,0.0
cube,CRL,63,clip_std,0.3438,0.2833,0.0
cube,GCIQL,0,raw,0.1371,0.4094,0.8073
cube,GCIQL,0,zscore,0.234,0.1808,0.0296
cube,GCIQL,0,rank,0.9242,0.0772,0.0
cube,GCIQL,0,clip_std,0.2322,0.2388,0.0
cube,GCIQL,1,raw,0.0969,0.6201,0.7248
cube,GCIQL,1,zscore,0.1885,0.2063,0.0345
cube,GCIQL,1,rank,0.9242,0.0772,0.0
cube,GCIQL,1,clip_std,0.211,0.2577,0.0
cube,GCIQL,2,raw,0.0496,0.6928,0.3785
cube,GCIQL,2,zscore,0.2253,0.1859,0.0354
cube,GCIQL,2,rank,0.9242,0.0772,0.0
cube,GCIQL,2,clip_std,0.2076,0.2526,0.0
cube,GCIQL,3,raw,0.1332,0.4037,0.8597
cube,GCIQL,3,zscore,0.1733,0.2203,0.0396
cube,GCIQL,3,rank,0.9242,0.0772,0.0
cube,GCIQL,3,clip_std,0.2256,0.2671,0.0
cube,GCIQL,4,raw,0.2179,0.2411,0.9063
cube,GCIQL,4,zscore,0.3602,0.1538,0.0122
cube,GCIQL,4,rank,0.9242,0.0772,0.0
cube,GCIQL,4,clip_std,0.2931,0.2107,0.0
cube,GCIQL,5,raw,0.06,0.8496,0.6784
cube,GCIQL,5,zscore,0.196,0.2143,0.0283
cube,GCIQL,5,rank,0.9242,0.0772,0.0
cube,GCIQL,5,clip_std,0.2444,0.2596,0.0
cube,GCIQL,6,raw,0.147,0.3841,0.7976
cube,GCIQL,6,zscore,0.2297,0.1811,0.0237
cube,GCIQL,6,rank,0.9242,0.0772,0.0
cube,GCIQL,6,clip_std,0.2118,0.242,0.0
cube,GCIQL,7,raw,0.1809,0.2982,0.8642
cube,GCIQL,7,zscore,0.2547,0.1762,0.0178
cube,GCIQL,7,rank,0.9242,0.0772,0.0
cube,GCIQL,7,clip_std,0.2513,0.2337,0.0
cube,GCIQL,8,raw,0.2203,0.2427,0.8754
cube,GCIQL,8,zscore,0.2753,0.175,0.0179
cube,GCIQL,8,rank,0.9242,0.0772,0.0
cube,GCIQL,8,clip_std,0.2277,0.2417,0.0
cube,GCIQL,9,raw,0.0863,0.6795,0.7549
cube,GCIQL,9,zscore,0.1891,0.216,0.0283
cube,GCIQL,9,rank,0.9242,0.0772,0.0
cube,GCIQL,9,clip_std,0.2391,0.2607,0.0
cube,GCIQL,10,raw,0.0558,0.7954,0.5246
cube,GCIQL,10,zscore,0.2418,0.1753,0.0239
cube,GCIQL,10,rank,0.9242,0.0772,0.0
cube,GCIQL,10,clip_std,0.2334,0.2358,0.0
cube,GCIQL,11,raw,0.213,0.2478,0.8992
cube,GCIQL,11,zscore,0.221,0.1879,0.0351
cube,GCIQL,11,rank,0.9242,0.0772,0.0
cube,GCIQL,11,clip_std,0.217,0.2457,0.0
cube,GCIQL,12,raw,0.1755,0.3045,0.8779
cube,GCIQL,12,zscore,0.2122,0.1801,0.0357
cube,GCIQL,12,rank,0.9242,0.0772,0.0
cube,GCIQL,12,clip_std,0.2053,0.2429,0.0
cube,GCIQL,13,raw,0.1362,0.199,0.051
cube,GCIQL,13,zscore,0.2224,0.1852,0.0352
cube,GCIQL,13,rank,0.9242,0.0772,0.0
cube,GCIQL,13,clip_std,0.2247,0.2413,0.0
cube,GCIQL,14,raw,0.1156,0.5502,0.6534
cube,GCIQL,14,zscore,0.2641,0.1711,0.0241
cube,GCIQL,14,rank,0.9242,0.0772,0.0
cube,GCIQL,14,clip_std,0.205,0.2415,0.0
cube,GCIQL,15,raw,0.1092,0.512,0.8023
cube,GCIQL,15,zscore,0.1895,0.216,0.0283
cube,GCIQL,15,rank,0.9242,0.0772,0.0
cube,GCIQL,15,clip_std,0.24,0.2605,0.0
cube,GCIQL,16,raw,0.1819,0.3003,0.8435
cube,GCIQL,16,zscore,0.2288,0.1846,0.0236
cube,GCIQL,16,rank,0.9242,0.0772,0.0
cube,GCIQL,16,clip_std,0.2089,0.2445,0.0
cube,GCIQL,17,raw,0.0733,0.8005,0.725
cube,GCIQL,17,zscore,0.1938,0.2152,0.0283
cube,GCIQL,17,rank,0.9242,0.0772,0.0
cube,GCIQL,17,clip_std,0.2421,0.2603,0.0
cube,GCIQL,18,raw,0.0554,0.4852,0.1656
cube,GCIQL,18,zscore,0.2639,0.1678,0.0301
cube,GCIQL,18,rank,0.9242,0.0772,0.0
cube,GCIQL,18,clip_std,0.2391,0.2336,0.0
cube,GCIQL,19,raw,0.2006,0.2644,0.8928
cube,GCIQL,19,zscore,0.2181,0.1864,0.0352
cube,GCIQL,19,rank,0.9242,0.0772,0.0
cube,GCIQL,19,clip_std,0.2387,0.2386,0.0
cube,GCIQL,20,raw,0.2059,0.256,0.8969
cube,GCIQL,20,zscore,0.2339,0.1799,0.0238
cube,GCIQL,20,rank,0.9242,0.0772,0.0
cube,GCIQL,20,clip_std,0.2044,0.2475,0.0
cube,GCIQL,21,raw,0.0631,0.8004,0.5896
cube,GCIQL,21,zscore,0.2049,0.1981,0.0348
cube,GCIQL,21,rank,0.9242,0.0772,0.0
cube,GCIQL,21,clip_std,0.2088,0.2529,0.0
cube,GCIQL,22,raw,0.149,0.3863,0.7618
cube,GCIQL,22,zscore,0.2522,0.1775,0.0179
cube,GCIQL,22,rank,0.9242,0.0772,0.0
cube,GCIQL,22,clip_std,0.1976,0.2452,0.0
cube,GCIQL,23,raw,0.1268,0.4269,0.8511
cube,GCIQL,23,zscore,0.1745,0.2194,0.034
cube,GCIQL,23,rank,0.9242,0.0772,0.0
cube,GCIQL,23,clip_std,0.2289,0.2653,0.0
cube,GCIQL,24,raw,0.1657,0.3293,0.8417
cube,GCIQL,24,zscore,0.2063,0.1849,0.0416
cube,GCIQL,24,rank,0.9242,0.0772,0.0
cube,GCIQL,24,clip_std,0.1979,0.2527,0.0
cube,GCIQL,25,raw,0.1491,0.3791,0.786
cube,GCIQL,25,zscore,0.2684,0.1735,0.0238
cube,GCIQL,25,rank,0.9242,0.0772,0.0
cube,GCIQL,25,clip_std,0.2481,0.2326,0.0
cube,GCIQL,26,raw,0.0836,0.7287,0.5404
cube,GCIQL,26,zscore,0.2423,0.1791,0.0237
cube,GCIQL,26,rank,0.9242,0.0772,0.0
cube,GCIQL,26,clip_std,0.2043,0.2411,0.0
cube,GCIQL,27,raw,0.1332,0.4009,0.8738
cube,GCIQL,27,zscore,0.1975,0.2138,0.0284
cube,GCIQL,27,rank,0.9242,0.0772,0.0
cube,GCIQL,27,clip_std,0.2452,0.2592,0.0
cube,GCIQL,28,raw,0.2186,0.2431,0.8869
cube,GCIQL,28,zscore,0.2091,0.1904,0.0352
cube,GCIQL,28,rank,0.9242,0.0772,0.0
cube,GCIQL,28,clip_std,0.2128,0.251,0.0
cube,GCIQL,29,raw,0.0362,0.6401,0.3078
cube,GCIQL,29,zscore,0.1726,0.2198,0.0397
cube,GCIQL,29,rank,0.9242,0.0772,0.0
cube,GCIQL,29,clip_std,0.2137,0.2699,0.0
cube,GCIQL,30,raw,0.1004,0.6023,0.7143
cube,GCIQL,30,zscore,0.2196,0.181,0.0355
cube,GCIQL,30,rank,0.9242,0.0772,0.0
cube,GCIQL,30,clip_std,0.217,0.2377,0.0
cube,GCIQL,31,raw,0.1095,0.52,0.7889
cube,GCIQL,31,zscore,0.1743,0.2164,0.0455
cube,GCIQL,31,rank,0.9242,0.0772,0.0
cube,GCIQL,31,clip_std,0.2126,0.2668,0.0
cube,GCIQL,32,raw,0.172,0.3229,0.8153
cube,GCIQL,32,zscore,0.2416,0.182,0.0296
cube,GCIQL,32,rank,0.9242,0.0772,0.0
cube,GCIQL,32,clip_std,0.2155,0.2476,0.0
cube,GCIQL,33,raw,0.0828,0.7236,0.7338
cube,GCIQL,33,zscore,0.1748,0.2201,0.0396
cube,GCIQL,33,rank,0.9242,0.0772,0.0
cube,GCIQL,33,clip_std,0.2229,0.2682,0.0
cube,GCIQL,34,raw,0.0367,0.6699,0.2985
cube,GCIQL,34,zscore,0.2112,0.1869,0.0294
cube,GCIQL,34,rank,0.9242,0.0772,0.0
cube,GCIQL,34,clip_std,0.226,0.2406,0.0
cube,GCIQL,35,raw,0.1443,0.3751,0.8539
cube,GCIQL,35,zscore,0.1827,0.2087,0.0344
cube,GCIQL,35,rank,0.9242,0.0772,0.0
cube,GCIQL,35,clip_std,0.2124,0.2589,0.0
cube,GCIQL,36,raw,0.2273,0.232,0.9008
cube,GCIQL,36,zscore,0.2112,0.1779,0.0357
cube,GCIQL,36,rank,0.9242,0.0772,0.0
cube,GCIQL,36,clip_std,0.2356,0.2292,0.0
cube,GCIQL,37,raw,0.0814,0.745,0.5576
cube,GCIQL,37,zscore,0.2431,0.1812,0.0295
cube,GCIQL,37,rank,0.9242,0.0772,0.0
cube,GCIQL,37,clip_std,0.2436,0.2392,0.0
cube,GCIQL,38,raw,0.1366,0.4178,0.7782
cube,GCIQL,38,zscore,0.2156,0.1719,0.0358
cube,GCIQL,38,rank,0.9242,0.0772,0.0
cube,GCIQL,38,clip_std,0.2481,0.2161,0.0
cube,GCIQL,39,raw,0.1152,0.4782,0.8256
cube,GCIQL,39,zscore,0.1964,0.2144,0.0284
cube,GCIQL,39,rank,0.9242,0.0772,0.0
cube,GCIQL,39,clip_std,0.2433,0.2599,0.0
cube,GCIQL,40,raw,0.2035,0.2638,0.8719
cube,GCIQL,40,zscore,0.2166,0.1858,0.0357
cube,GCIQL,40,rank,0.9242,0.0772,0.0
cube,GCIQL,40,clip_std,0.1724,0.2679,0.0
cube,GCIQL,41,raw,0.1375,0.4233,0.7493
cube,GCIQL,41,zscore,0.2167,0.1904,0.035
cube,GCIQL,41,rank,0.9242,0.0772,0.0
cube,GCIQL,41,clip_std,0.2141,0.2471,0.0
cube,GCIQL,42,raw,0.0702,0.7409,0.4855
cube,GCIQL,42,zscore,0.2469,0.1796,0.0178
cube,GCIQL,42,rank,0.9242,0.0772,0.0
cube,GCIQL,42,clip_std,0.2169,0.2437,0.0
cube,GCIQL,43,raw,0.1337,0.3976,0.8897
cube,GCIQL,43,zscore,0.1814,0.2177,0.0283
cube,GCIQL,43,rank,0.9242,0.0772,0.0
cube,GCIQL,43,clip_std,0.2352,0.2622,0.0
cube,GCIQL,44,raw,0.2187,0.2419,0.8928
cube,GCIQL,44,zscore,0.1995,0.1931,0.0351
cube,GCIQL,44,rank,0.9242,0.0772,0.0
cube,GCIQL,44,clip_std,0.2061,0.25,0.0
cube,GCIQL,45,raw,0.0628,0.3319,0.0944
cube,GCIQL,45,zscore,0.1902,0.216,0.0283
cube,GCIQL,45,rank,0.9242,0.0772,0.0
cube,GCIQL,45,clip_std,0.2402,0.2605,0.0
cube,GCIQL,46,raw,0.1091,0.585,0.6462
cube,GCIQL,46,zscore,0.3096,0.1563,0.0183
cube,GCIQL,46,rank,0.9242,0.0772,0.0
cube,GCIQL,46,clip_std,0.2645,0.2174,0.0
cube,GCIQL,47,raw,0.1738,0.3161,0.8287
cube,GCIQL,47,zscore,0.2217,0.1865,0.0352
cube,GCIQL,47,rank,0.9242,0.0772,0.0
cube,GCIQL,47,clip_std,0.2211,0.2436,0.0
cube,GCIQL,48,raw,0.1375,0.4028,0.8219
cube,GCIQL,48,zscore,0.2658,0.163,0.0242
cube,GCIQL,48,rank,0.9242,0.0772,0.0
cube,GCIQL,48,clip_std,0.2381,0.2221,0.0
cube,GCIQL,49,raw,0.0967,0.6661,0.6155
cube,GCIQL,49,zscore,0.2243,0.1844,0.0352
cube,GCIQL,49,rank,0.9242,0.0772,0.0
cube,GCIQL,49,clip_std,0.2481,0.2363,0.0
cube,GCIQL,50,raw,0.9834,0.061,0.0
cube,GCIQL,50,zscore,0.2458,0.1783,0.0238
cube,GCIQL,50,rank,0.9242,0.0772,0.0
cube,GCIQL,50,clip_std,0.2083,0.2421,0.0
cube,GCIQL,51,raw,0.1268,0.4239,0.8717
cube,GCIQL,51,zscore,0.1959,0.2146,0.0284
cube,GCIQL,51,rank,0.9242,0.0772,0.0
cube,GCIQL,51,clip_std,0.2427,0.26,0.0
cube,GCIQL,52,raw,0.2156,0.2448,0.8948
cube,GCIQL,52,zscore,0.2261,0.1856,0.0295
cube,GCIQL,52,rank,0.9242,0.0772,0.0
cube,GCIQL,52,clip_std,0.2104,0.2487,0.0
cube,GCIQL,53,raw,0.0411,0.8121,0.4828
cube,GCIQL,53,zscore,0.1785,0.2184,0.0283
cube,GCIQL,53,rank,0.9242,0.0772,0.0
cube,GCIQL,53,clip_std,0.2328,0.2632,0.0
cube,GCIQL,54,raw,0.1378,0.4251,0.734
cube,GCIQL,54,zscore,0.2442,0.1813,0.0177
cube,GCIQL,54,rank,0.9242,0.0772,0.0
cube,GCIQL,54,clip_std,0.2194,0.2442,0.0
cube,GCIQL,55,raw,0.1793,0.3035,0.8432
cube,GCIQL,55,zscore,0.215,0.1914,0.035
cube,GCIQL,55,rank,0.9242,0.0772,0.0
cube,GCIQL,55,clip_std,0.2145,0.2474,0.0
cube,GCIQL,56,raw,0.1998,0.2717,0.8491
cube,GCIQL,56,zscore,0.2265,0.1825,0.0296
cube,GCIQL,56,rank,0.9242,0.0772,0.0
cube,GCIQL,56,clip_std,0.2153,0.2447,0.0
cube,GCIQL,57,raw,0.1019,0.5618,0.7707
cube,GCIQL,57,zscore,0.1971,0.2135,0.0284
cube,GCIQL,57,rank,0.9242,0.0772,0.0
cube,GCIQL,57,clip_std,0.2463,0.2587,0.0
cube,GCIQL,58,raw,0.1082,0.6154,0.598
cube,GCIQL,58,zscore,0.2092,0.1865,0.0237
cube,GCIQL,58,rank,0.9242,0.0772,0.0
cube,GCIQL,58,clip_std,0.1805,0.2561,0.0
cube,GCIQL,59,raw,0.2064,0.2545,0.9084
cube,GCIQL,59,zscore,0.239,0.1842,0.0295
cube,GCIQL,59,rank,0.9242,0.0772,0.0
cube,GCIQL,59,clip_std,0.215,0.2496,0.0
cube,GCIQL,60,raw,0.1802,0.2957,0.8806
cube,GCIQL,60,zscore,0.2677,0.1725,0.024
cube,GCIQL,60,rank,0.9242,0.0772,0.0
cube,GCIQL,60,clip_std,0.2579,0.2374,0.0
cube,GCIQL,61,raw,0.0416,0.7817,0.4228
cube,GCIQL,61,zscore,0.1748,0.2147,0.0456
cube,GCIQL,61,rank,0.9242,0.0772,0.0
cube,GCIQL,61,clip_std,0.2115,0.2649,0.0
cube,GCIQL,62,raw,0.1408,0.4177,0.7375
cube,GCIQL,62,zscore,0.2328,0.1866,0.0295
cube,GCIQL,62,rank,0.9242,0.0772,0.0
cube,GCIQL,62,clip_std,0.2263,0.2499,0.0
cube,GCIQL,63,raw,0.1145,0.4919,0.794
cube,GCIQL,63,zscore,0.1733,0.2199,0.0397
cube,GCIQL,63,rank,0.9242,0.0772,0.0
cube,GCIQL,63,clip_std,0.2151,0.2699,0.0
cube,GCIVL,0,raw,0.6177,0.0841,0.924
cube,GCIVL,0,zscore,0.1885,0.2251,0.0168
cube,GCIVL,0,rank,0.9242,0.0772,0.0
cube,GCIVL,0,clip_std,0.2122,0.2781,0.0
cube,GCIVL,1,raw,0.5895,0.0868,0.9544
cube,GCIVL,1,zscore,0.3666,0.2015,0.0058
cube,GCIVL,1,rank,0.9242,0.0772,0.0
cube,GCIVL,1,clip_std,0.2443,0.2831,0.0
cube,GCIVL,2,raw,0.658,0.078,0.9496
cube,GCIVL,2,zscore,0.176,0.2365,0.0276
cube,GCIVL,2,rank,0.9242,0.0772,0.0
cube,GCIVL,2,clip_std,0.2083,0.283,0.0
cube,GCIVL,3,raw,0.3754,0.15,0.0113
cube,GCIVL,3,zscore,0.2835,0.17,0.018
cube,GCIVL,3,rank,0.9242,0.0772,0.0
cube,GCIVL,3,clip_std,0.2429,0.2331,0.0
cube,GCIVL,4,raw,0.2528,0.3325,0.3762
cube,GCIVL,4,zscore,0.1847,0.2152,0.0113
cube,GCIVL,4,rank,0.9242,0.0772,0.0
cube,GCIVL,4,clip_std,0.2284,0.2619,0.0
cube,GCIVL,5,raw,0.6443,0.0804,0.9271
cube,GCIVL,5,zscore,0.364,0.1783,0.0
cube,GCIVL,5,rank,0.9242,0.0772,0.0
cube,GCIVL,5,clip_std,0.2589,0.2448,0.0
cube,GCIVL,6,raw,0.6864,0.0741,0.9629
cube,GCIVL,6,zscore,0.178,0.2354,0.0276
cube,GCIVL,6,rank,0.9242,0.0772,0.0
cube,GCIVL,6,clip_std,0.2077,0.2828,0.0
cube,GCIVL,7,raw,0.5793,0.0931,0.8428
cube,GCIVL,7,zscore,0.2882,0.1729,0.012
cube,GCIVL,7,rank,0.9242,0.0772,0.0
cube,GCIVL,7,clip_std,0.2335,0.2374,0.0
cube,GCIVL,8,raw,0.4755,0.1196,0.7574
cube,GCIVL,8,zscore,0.1654,0.2369,0.0276
cube,GCIVL,8,rank,0.9242,0.0772,0.0
cube,GCIVL,8,clip_std,0.2129,0.2816,0.0
cube,GCIVL,9,raw,0.7069,0.0719,0.9677
cube,GCIVL,9,zscore,0.2838,0.1802,0.0178
cube,GCIVL,9,rank,0.9242,0.0772,0.0
cube,GCIVL,9,clip_std,0.236,0.2474,0.0
cube,GCIVL,10,raw,0.6363,0.0811,0.9354
cube,GCIVL,10,zscore,0.1902,0.2271,0.0167
cube,GCIVL,10,rank,0.9242,0.0772,0.0
cube,GCIVL,10,clip_std,0.2093,0.2804,0.0
cube,GCIVL,11,raw,0.3883,0.1539,0.7023
cube,GCIVL,11,zscore,0.2123,0.2061,0.0344
cube,GCIVL,11,rank,0.9242,0.0772,0.0
cube,GCIVL,11,clip_std,0.2471,0.2585,0.0
cube,GCIVL,12,raw,0.2246,0.3958,0.3541
cube,GCIVL,12,zscore,0.1874,0.2305,0.0222
cube,GCIVL,12,rank,0.9242,0.0772,0.0
cube,GCIVL,12,clip_std,0.2076,0.2819,0.0
cube,GCIVL,13,raw,0.6694,0.0766,0.9519
cube,GCIVL,13,zscore,0.4941,0.1623,0.0
cube,GCIVL,13,rank,0.9242,0.0772,0.0
cube,GCIVL,13,clip_std,0.2454,0.239,0.0
cube,GCIVL,14,raw,0.6785,0.0751,0.9598
cube,GCIVL,14,zscore,0.165,0.2301,0.039
cube,GCIVL,14,rank,0.9242,0.0772,0.0
cube,GCIVL,14,clip_std,0.217,0.2754,0.0
cube,GCIVL,15,raw,0.5995,0.0883,0.8816
cube,GCIVL,15,zscore,0.4001,0.1717,0.0
cube,GCIVL,15,rank,0.9242,0.0772,0.0
cube,GCIVL,15,clip_std,0.2671,0.2408,0.0
cube,GCIVL,16,raw,0.6037,0.0872,0.8944
cube,GCIVL,16,zscore,0.1682,0.2239,0.0449
cube,GCIVL,16,rank,0.9242,0.0772,0.0
cube,GCIVL,16,clip_std,0.2206,0.2696,0.0
cube,GCIVL,17,raw,0.6854,0.0745,0.9564
cube,GCIVL,17,zscore,0.3814,0.1771,0.0059
cube,GCIVL,17,rank,0.9242,0.0772,0.0
cube,GCIVL,17,clip_std,0.2582,0.2461,0.0
cube,GCIVL,18,raw,0.6645,0.077,0.9549
cube,GCIVL,18,zscore,0.1902,0.2285,0.0167
cube,GCIVL,18,rank,0.9242,0.0772,0.0
cube,GCIVL,18,clip_std,0.2078,0.2814,0.0
cube,GCIVL,19,raw,0.1591,0.4905,0.2878
cube,GCIVL,19,zscore,0.3126,0.1933,0.0058
cube,GCIVL,19,rank,0.9242,0.0772,0.0
cube,GCIVL,19,clip_std,0.2594,0.2559,0.0
cube,GCIVL,20,raw,0.3953,0.1555,0.6474
cube,GCIVL,20,zscore,0.1883,0.2259,0.0168
cube,GCIVL,20,rank,0.9242,0.0772,0.0
cube,GCIVL,20,clip_std,0.2113,0.2789,0.0
cube,GCIVL,21,raw,0.5766,0.0898,0.9282
cube,GCIVL,21,zscore,0.1976,0.229,0.0388
cube,GCIVL,21,rank,0.9242,0.0772,0.0
cube,GCIVL,21,clip_std,0.254,0.2739,0.0
cube,GCIVL,22,raw,0.6844,0.0744,0.9625
cube,GCIVL,22,zscore,0.1608,0.2351,0.0332
cube,GCIVL,22,rank,0.9242,0.0772,0.0
cube,GCIVL,22,clip_std,0.2155,0.2788,0.0
cube,GCIVL,23,raw,0.5291,0.105,0.7896
cube,GCIVL,23,zscore,0.2839,0.1785,0.0119
cube,GCIVL,23,rank,0.9242,0.0772,0.0
cube,GCIVL,23,clip_std,0.2448,0.2425,0.0
cube,GCIVL,24,raw,0.5416,0.0997,0.8444
cube,GCIVL,24,zscore,0.1838,0.2326,0.0222
