env,algo,config,norm,ess,top5_mass,saturation_mass
antmaze-large,GCIQL,1,raw,0.2064,0.2525,0.9179
antmaze-large,GCIQL,1,zscore,0.2268,0.2462,0.0258
antmaze-large,GCIQL,1,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,1,clip_std,0.3782,0.2431,0.0
antmaze-large,GCIQL,2,raw,0.1141,0.4917,0.8144
antmaze-large,GCIQL,2,zscore,0.1089,0.3362,0.072
antmaze-large,GCIQL,2,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,2,clip_std,0.2433,0.3084,0.0
antmaze-large,GCIQL,3,raw,0.1638,0.3342,0.8397
antmaze-large,GCIQL,3,zscore,0.1877,0.2448,0.0414
antmaze-large,GCIQL,3,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,3,clip_std,0.3765,0.2371,0.0
antmaze-large,GCIQL,4,raw,0.0787,0.7647,0.7167
antmaze-large,GCIQL,4,zscore,0.1133,0.3357,0.0672
antmaze-large,GCIQL,4,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,4,clip_std,0.2411,0.3103,0.0
antmaze-large,GCIQL,5,raw,0.1776,0.2952,0.9138
antmaze-large,GCIQL,5,zscore,0.2211,0.2652,0.0101
antmaze-large,GCIQL,5,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,5,clip_std,0.3517,0.2623,0.0
antmaze-large,GCIQL,6,raw,0.1232,0.4367,0.8701
antmaze-large,GCIQL,6,zscore,0.0864,0.3366,0.1438
antmaze-large,GCIQL,6,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,6,clip_std,0.2508,0.2853,0.0
antmaze-large,GCIQL,7,raw,0.0797,0.7599,0.6362
antmaze-large,GCIQL,7,zscore,0.2572,0.2345,0.0157
antmaze-large,GCIQL,7,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,7,clip_std,0.3815,0.2344,0.0
antmaze-large,GCIQL,8,raw,0.0485,0.8326,0.5942
antmaze-large,GCIQL,8,zscore,0.1061,0.3301,0.0967
antmaze-large,GCIQL,8,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,8,clip_std,0.2536,0.3008,0.0
antmaze-large,GCIQL,9,raw,0.1805,0.2905,0.9086
antmaze-large,GCIQL,9,zscore,0.2735,0.2292,0.0103
antmaze-large,GCIQL,9,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,9,clip_std,0.4146,0.2268,0.0
antmaze-large,GCIQL,10,raw,0.1224,0.4472,0.8421
antmaze-large,GCIQL,10,zscore,0.1027,0.3225,0.1025
antmaze-large,GCIQL,10,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,10,clip_std,0.2673,0.2895,0.0
antmaze-large,GCIQL,11,raw,0.1514,0.3748,0.7753
antmaze-large,GCIQL,11,zscore,0.2891,0.2227,0.0105
antmaze-large,GCIQL,11,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,11,clip_std,0.4125,0.2262,0.0
antmaze-large,GCIQL,12,raw,0.0899,0.6363,0.7824
antmaze-large,GCIQL,12,zscore,0.0767,0.3579,0.177
antmaze-large,GCIQL,12,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,12,clip_std,0.2441,0.2898,0.0
antmaze-large,GCIQL,13,raw,0.1354,0.3993,0.8573
antmaze-large,GCIQL,13,zscore,0.0853,0.3562,0.1474
antmaze-large,GCIQL,13,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,13,clip_std,0.256,0.2936,0.0
antmaze-large,GCIQL,14,raw,0.1446,0.3678,0.8839
antmaze-large,GCIQL,14,zscore,0.1159,0.3342,0.0625
antmaze-large,GCIQL,14,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,14,clip_std,0.2408,0.3102,0.0
antmaze-large,GCIQL,15,raw,0.0442,0.7685,0.3904
antmaze-large,GCIQL,15,zscore,0.203,0.2523,0.0101
antmaze-large,GCIQL,15,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,15,clip_std,0.3753,0.2383,0.0
antmaze-large,GCIQL,16,raw,0.037,0.7049,0.3966
antmaze-large,GCIQL,16,zscore,0.118,0.333,0.053
antmaze-large,GCIQL,16,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,16,clip_std,0.2412,0.3103,0.0
antmaze-large,GCIQL,17,raw,0.1667,0.3135,0.918
antmaze-large,GCIQL,17,zscore,0.1897,0.258,0.0249
antmaze-large,GCIQL,17,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,17,clip_std,0.3899,0.2363,0.0
antmaze-large,GCIQL,18,raw,0.1097,0.5006,0.8447
antmaze-large,GCIQL,18,zscore,0.0763,0.3668,0.1742
antmaze-large,GCIQL,18,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,18,clip_std,0.2475,0.2942,0.0
antmaze-large,GCIQL,19,raw,0.1216,0.4638,0.7928
antmaze-large,GCIQL,19,zscore,0.1383,0.2941,0.0441
antmaze-large,GCIQL,19,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,19,clip_std,0.3176,0.2614,0.0
antmaze-large,GCIQL,20,raw,0.0886,0.6559,0.7737
antmaze-large,GCIQL,20,zscore,0.1022,0.3214,0.1075
antmaze-large,GCIQL,20,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,20,clip_std,0.2689,0.2877,0.0
antmaze-large,GCIQL,21,raw,0.165,0.3226,0.8841
antmaze-large,GCIQL,21,zscore,0.2623,0.237,0.0155
antmaze-large,GCIQL,21,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,21,clip_std,0.3953,0.2369,0.0
antmaze-large,GCIQL,22,raw,0.1435,0.3725,0.8801
antmaze-large,GCIQL,22,zscore,0.1062,0.3326,0.0868
antmaze-large,GCIQL,22,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,22,clip_std,0.2487,0.3039,0.0
antmaze-large,GCIQL,23,raw,0.0833,0.7362,0.5714
antmaze-large,GCIQL,23,zscore,0.3426,0.2232,0.0052
antmaze-large,GCIQL,23,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,23,clip_std,0.4189,0.2275,0.0
antmaze-large,GCIQL,24,raw,0.0604,0.8314,0.6249
antmaze-large,GCIQL,24,zscore,0.091,0.3227,0.1364
antmaze-large,GCIQL,24,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,24,clip_std,0.2651,0.2758,0.0
antmaze-large,GCIQL,25,raw,0.1581,0.3342,0.8966
antmaze-large,GCIQL,25,zscore,0.1634,0.2715,0.0402
antmaze-large,GCIQL,25,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,25,clip_std,0.342,0.2508,0.0
antmaze-large,GCIQL,26,raw,0.1314,0.4113,0.8657
antmaze-large,GCIQL,26,zscore,0.1117,0.3372,0.0623
antmaze-large,GCIQL,26,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,26,clip_std,0.2398,0.3108,0.0
antmaze-large,GCIQL,27,raw,0.0849,0.7024,0.7342
antmaze-large,GCIQL,27,zscore,0.2064,0.2578,0.0202
antmaze-large,GCIQL,27,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,27,clip_std,0.3622,0.2508,0.0
antmaze-large,GCIQL,28,raw,0.1095,0.5183,0.7985
antmaze-large,GCIQL,28,zscore,0.1083,0.3366,0.0719
antmaze-large,GCIQL,28,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,28,clip_std,0.2427,0.3086,0.0
antmaze-large,GCIQL,29,raw,0.1262,0.4302,0.847
antmaze-large,GCIQL,29,zscore,0.147,0.2943,0.0583
antmaze-large,GCIQL,29,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,29,clip_std,0.335,0.2667,0.0
antmaze-large,GCIQL,30,raw,0.1483,0.3584,0.8894
antmaze-large,GCIQL,30,zscore,0.0945,0.3215,0.1223
antmaze-large,GCIQL,30,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,30,clip_std,0.2675,0.279,0.0
antmaze-large,GCIQL,31,raw,0.0468,0.5231,0.1597
antmaze-large,GCIQL,31,zscore,0.2994,0.2307,0.0053
antmaze-large,GCIQL,31,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,31,clip_std,0.3792,0.2377,0.0
antmaze-large,GCIQL,32,raw,0.0423,0.5394,0.1983
antmaze-large,GCIQL,32,zscore,0.1091,0.3377,0.0718
antmaze-large,GCIQL,32,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,32,clip_std,0.2417,0.3099,0.0
antmaze-large,GCIQL,33,raw,0.188,0.2777,0.9176
antmaze-large,GCIQL,33,zscore,0.1702,0.2832,0.0345
antmaze-large,GCIQL,33,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,33,clip_std,0.3414,0.2653,0.0
antmaze-large,GCIQL,34,raw,0.1289,0.4347,0.809
antmaze-large,GCIQL,34,zscore,0.0925,0.3208,0.1318
antmaze-large,GCIQL,34,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,34,clip_std,0.2672,0.2746,0.0
antmaze-large,GCIQL,35,raw,0.1508,0.3673,0.82
antmaze-large,GCIQL,35,zscore,0.2202,0.2471,0.0258
antmaze-large,GCIQL,35,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,35,clip_std,0.3832,0.2432,0.0
antmaze-large,GCIQL,36,raw,0.0716,0.811,0.7198
antmaze-large,GCIQL,36,zscore,0.0826,0.3433,0.1475
antmaze-large,GCIQL,36,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,36,clip_std,0.2455,0.2882,0.0
antmaze-large,GCIQL,37,raw,0.1764,0.3014,0.8831
antmaze-large,GCIQL,37,zscore,0.2433,0.2389,0.0104
antmaze-large,GCIQL,37,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,37,clip_std,0.3621,0.2376,0.0
antmaze-large,GCIQL,38,raw,0.1394,0.3843,0.8761
antmaze-large,GCIQL,38,zscore,0.1138,0.3356,0.0672
antmaze-large,GCIQL,38,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,38,clip_std,0.2408,0.3104,0.0
antmaze-large,GCIQL,39,raw,0.1031,0.6232,0.6262
antmaze-large,GCIQL,39,zscore,0.2159,0.2552,0.03
antmaze-large,GCIQL,39,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,39,clip_std,0.4004,0.2403,0.0
antmaze-large,GCIQL,40,raw,0.0565,0.8496,0.6477
antmaze-large,GCIQL,40,zscore,0.1054,0.3264,0.0972
antmaze-large,GCIQL,40,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,40,clip_std,0.2594,0.2963,0.0
antmaze-large,GCIQL,41,raw,0.1682,0.3124,0.9012
antmaze-large,GCIQL,41,zscore,0.2245,0.2503,0.0153
antmaze-large,GCIQL,41,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,41,clip_std,0.3786,0.2438,0.0
antmaze-large,GCIQL,42,raw,0.1275,0.4289,0.845
antmaze-large,GCIQL,42,zscore,0.1061,0.3266,0.0971
antmaze-large,GCIQL,42,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,42,clip_std,0.2581,0.2974,0.0
antmaze-large,GCIQL,43,raw,0.1364,0.4029,0.8335
antmaze-large,GCIQL,43,zscore,0.2794,0.2707,0.01
antmaze-large,GCIQL,43,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,43,clip_std,0.3411,0.2803,0.0
antmaze-large,GCIQL,44,raw,0.1033,0.553,0.7906
antmaze-large,GCIQL,44,zscore,0.1152,0.3347,0.0625
antmaze-large,GCIQL,44,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,44,clip_std,0.2405,0.3105,0.0
antmaze-large,GCIQL,45,raw,0.1568,0.3414,0.8727
antmaze-large,GCIQL,45,zscore,0.2223,0.243,0.0204
antmaze-large,GCIQL,45,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,45,clip_std,0.4033,0.2298,0.0
antmaze-large,GCIQL,46,raw,0.1276,0.4176,0.8926
antmaze-large,GCIQL,46,zscore,0.0778,0.357,0.1728
antmaze-large,GCIQL,46,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,46,clip_std,0.2419,0.2919,0.0
antmaze-large,GCIQL,47,raw,0.0392,0.7273,0.4099
antmaze-large,GCIQL,47,zscore,0.1065,0.3263,0.0995
antmaze-large,GCIQL,47,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,47,clip_std,0.2895,0.2779,0.0
antmaze-large,GCIQL,48,raw,0.0363,0.818,0.5353
antmaze-large,GCIQL,48,zscore,0.0869,0.3508,0.1399
antmaze-large,GCIQL,48,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,48,clip_std,0.2545,0.293,0.0
antmaze-large,GCIQL,49,raw,0.1871,0.2795,0.9218
antmaze-large,GCIQL,49,zscore,0.1144,0.3161,0.0716
antmaze-large,GCIQL,49,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,49,clip_std,0.3077,0.2708,0.0
antmaze-large,GCIQL,50,raw,0.1239,0.4441,0.8271
antmaze-large,GCIQL,50,zscore,0.1187,0.3328,0.053
antmaze-large,GCIQL,50,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,50,clip_std,0.2409,0.3104,0.0
antmaze-large,GCIQL,51,raw,0.1081,0.5309,0.7665
antmaze-large,GCIQL,51,zscore,0.1457,0.2822,0.0442
antmaze-large,GCIQL,51,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,51,clip_std,0.3534,0.2517,0.0
antmaze-large,GCIQL,52,raw,0.0952,0.6139,0.7645
antmaze-large,GCIQL,52,zscore,0.1066,0.3344,0.0818
antmaze-large,GCIQL,52,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,52,clip_std,0.2469,0.3057,0.0
antmaze-large,GCIQL,53,raw,0.1445,0.3692,0.8803
antmaze-large,GCIQL,53,zscore,0.3257,0.23,0.0
antmaze-large,GCIQL,53,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,53,clip_std,0.3615,0.2452,0.0
antmaze-large,GCIQL,54,raw,0.1412,0.3769,0.8827
antmaze-large,GCIQL,54,zscore,0.0997,0.3191,0.1176
antmaze-large,GCIQL,54,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,54,clip_std,0.2708,0.2823,0.0
antmaze-large,GCIQL,55,raw,0.0618,0.7745,0.4664
antmaze-large,GCIQL,55,zscore,0.3236,0.231,0.0052
antmaze-large,GCIQL,55,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,55,clip_std,0.398,0.237,0.0
antmaze-large,GCIQL,56,raw,0.07,0.8169,0.6933
antmaze-large,GCIQL,56,zscore,0.1108,0.3367,0.0623
antmaze-large,GCIQL,56,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,56,clip_std,0.2415,0.31,0.0
antmaze-large,GCIQL,57,raw,0.1543,0.3397,0.913
antmaze-large,GCIQL,57,zscore,0.2282,0.2704,0.0199
antmaze-large,GCIQL,57,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,57,clip_std,0.3564,0.2644,0.0
antmaze-large,GCIQL,58,raw,0.1454,0.3736,0.8529
antmaze-large,GCIQL,58,zscore,0.0911,0.3227,0.1315
antmaze-large,GCIQL,58,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,58,clip_std,0.2661,0.2757,0.0
antmaze-large,GCIQL,59,raw,0.0953,0.6576,0.6596
antmaze-large,GCIQL,59,zscore,0.2041,0.2548,0.0204
antmaze-large,GCIQL,59,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,59,clip_std,0.3549,0.2458,0.0
antmaze-large,GCIQL,60,raw,0.1107,0.5076,0.8098
antmaze-large,GCIQL,60,zscore,0.0988,0.3195,0.1176
antmaze-large,GCIQL,60,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,60,clip_std,0.2706,0.2817,0.0
antmaze-large,GCIQL,61,raw,0.191,0.2823,0.8675
antmaze-large,GCIQL,61,zscore,0.219,0.2565,0.0153
antmaze-large,GCIQL,61,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,61,clip_std,0.365,0.2504,0.0
antmaze-large,GCIQL,62,raw,0.1522,0.348,0.8938
antmaze-large,GCIQL,62,zscore,0.1074,0.3347,0.0721
antmaze-large,GCIQL,62,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,62,clip_std,0.2465,0.3062,0.0
antmaze-large,GCIQL,63,raw,0.2617,0.1755,0.0097
antmaze-large,GCIQL,63,zscore,0.1306,0.3118,0.0578
antmaze-large,GCIQL,63,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,63,clip_std,0.291,0.2827,0.0
antmaze-large,GCIVL,0,raw,0.348,0.1681,0.727
antmaze-large,GCIVL,0,zscore,0.2389,0.2609,0.0
antmaze-large,GCIVL,0,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,0,clip_std,0.2532,0.2986,0.0
antmaze-large,GCIVL,1,raw,0.5476,0.0937,0.9483
antmaze-large,GCIVL,1,zscore,0.2498,0.2546,0.0106
antmaze-large,GCIVL,1,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,1,clip_std,0.2708,0.2929,0.0
antmaze-large,GCIVL,2,raw,0.5118,0.1018,0.9195
antmaze-large,GCIVL,2,zscore,0.2392,0.2577,0.0
antmaze-large,GCIVL,2,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,2,clip_std,0.2599,0.2926,0.0
antmaze-large,GCIVL,3,raw,0.4571,0.117,0.8721
antmaze-large,GCIVL,3,zscore,0.1883,0.2719,0.0256
antmaze-large,GCIVL,3,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,3,clip_std,0.2848,0.2873,0.0
antmaze-large,GCIVL,4,raw,0.4408,0.1227,0.846
antmaze-large,GCIVL,4,zscore,0.2261,0.2591,0.0
antmaze-large,GCIVL,4,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,4,clip_std,0.262,0.2913,0.0
antmaze-large,GCIVL,5,raw,0.5171,0.0995,0.9448
antmaze-large,GCIVL,5,zscore,0.1934,0.3105,0.0236
antmaze-large,GCIVL,5,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,5,clip_std,0.3131,0.2947,0.0
antmaze-large,GCIVL,6,raw,0.5616,0.0909,0.9574
antmaze-large,GCIVL,6,zscore,0.2413,0.2586,0.0
antmaze-large,GCIVL,6,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,6,clip_std,0.2562,0.295,0.0
antmaze-large,GCIVL,7,raw,0.8377,0.1097,0.0
antmaze-large,GCIVL,7,zscore,0.2324,0.2567,0.0105
antmaze-large,GCIVL,7,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,7,clip_std,0.2704,0.2892,0.0
antmaze-large,GCIVL,8,raw,0.1814,0.4602,0.3153
antmaze-large,GCIVL,8,zscore,0.2279,0.2584,0.0
antmaze-large,GCIVL,8,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,8,clip_std,0.262,0.2913,0.0
antmaze-large,GCIVL,9,raw,0.5497,0.0927,0.9632
antmaze-large,GCIVL,9,zscore,0.1669,0.2857,0.0347
antmaze-large,GCIVL,9,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,9,clip_std,0.3026,0.2811,0.0
antmaze-large,GCIVL,10,raw,0.526,0.0982,0.9384
antmaze-large,GCIVL,10,zscore,0.2513,0.2566,0.0053
antmaze-large,GCIVL,10,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,10,clip_std,0.2599,0.2962,0.0
antmaze-large,GCIVL,11,raw,0.3804,0.1492,0.7675
antmaze-large,GCIVL,11,zscore,0.2607,0.2542,0.0
antmaze-large,GCIVL,11,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,11,clip_std,0.263,0.2948,0.0
antmaze-large,GCIVL,12,raw,0.494,0.1063,0.9006
antmaze-large,GCIVL,12,zscore,0.2416,0.2591,0.0
antmaze-large,GCIVL,12,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,12,clip_std,0.2546,0.2961,0.0
antmaze-large,GCIVL,13,raw,0.5169,0.1005,0.9254
antmaze-large,GCIVL,13,zscore,0.23,0.2572,0.0105
antmaze-large,GCIVL,13,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,13,clip_std,0.2667,0.2941,0.0
antmaze-large,GCIVL,14,raw,0.546,0.094,0.947
antmaze-large,GCIVL,14,zscore,0.2271,0.2592,0.0
antmaze-large,GCIVL,14,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,14,clip_std,0.2625,0.2911,0.0
antmaze-large,GCIVL,15,raw,0.2215,0.317,0.5211
antmaze-large,GCIVL,15,zscore,0.1484,0.3221,0.0465
antmaze-large,GCIVL,15,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,15,clip_std,0.3115,0.2907,0.0
antmaze-large,GCIVL,16,raw,0.2774,0.2343,0.5778
antmaze-large,GCIVL,16,zscore,0.2282,0.259,0.0
antmaze-large,GCIVL,16,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,16,clip_std,0.2627,0.291,0.0
antmaze-large,GCIVL,17,raw,0.4918,0.1048,0.9412
antmaze-large,GCIVL,17,zscore,0.109,0.3612,0.0891
antmaze-large,GCIVL,17,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,17,clip_std,0.2788,0.3136,0.0
antmaze-large,GCIVL,18,raw,0.5163,0.1005,0.9279
antmaze-large,GCIVL,18,zscore,0.24,0.2608,0.0
antmaze-large,GCIVL,18,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,18,clip_std,0.2526,0.2986,0.0
antmaze-large,GCIVL,19,raw,0.4823,0.1095,0.8931
antmaze-large,GCIVL,19,zscore,0.2219,0.257,0.0158
antmaze-large,GCIVL,19,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,19,clip_std,0.2689,0.2915,0.0
antmaze-large,GCIVL,20,raw,0.4086,0.1357,0.8068
antmaze-large,GCIVL,20,zscore,0.2485,0.2578,0.0053
antmaze-large,GCIVL,20,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,20,clip_std,0.2578,0.2969,0.0
antmaze-large,GCIVL,21,raw,0.5296,0.0975,0.9357
antmaze-large,GCIVL,21,zscore,0.2663,0.2543,0.0053
antmaze-large,GCIVL,21,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,21,clip_std,0.2634,0.2955,0.0
antmaze-large,GCIVL,22,raw,0.5639,0.0905,0.9589
antmaze-large,GCIVL,22,zscore,0.2316,0.2579,0.0
antmaze-large,GCIVL,22,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,22,clip_std,0.2617,0.2914,0.0
antmaze-large,GCIVL,23,raw,0.1308,0.4762,0.1836
antmaze-large,GCIVL,23,zscore,0.2073,0.2736,0.0202
antmaze-large,GCIVL,23,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,23,clip_std,0.2913,0.2869,0.0
antmaze-large,GCIVL,24,raw,0.1541,0.3261,0.0301
antmaze-large,GCIVL,24,zscore,0.2408,0.2578,0.0
antmaze-large,GCIVL,24,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,24,clip_std,0.2585,0.2934,0.0
antmaze-large,GCIVL,25,raw,0.5527,0.0926,0.9526
antmaze-large,GCIVL,25,zscore,0.1915,0.2696,0.0206
antmaze-large,GCIVL,25,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,25,clip_std,0.2734,0.2891,0.0
antmaze-large,GCIVL,26,raw,0.5415,0.095,0.9404
antmaze-large,GCIVL,26,zscore,0.2261,0.2591,0.0
antmaze-large,GCIVL,26,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,26,clip_std,0.262,0.2913,0.0
antmaze-large,GCIVL,27,raw,0.4295,0.1263,0.8443
antmaze-large,GCIVL,27,zscore,0.2031,0.2795,0.0148
antmaze-large,GCIVL,27,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,27,clip_std,0.3253,0.2733,0.0
antmaze-large,GCIVL,28,raw,0.47,0.1132,0.8806
antmaze-large,GCIVL,28,zscore,0.2338,0.2577,0.0
antmaze-large,GCIVL,28,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,28,clip_std,0.2616,0.2915,0.0
antmaze-large,GCIVL,29,raw,0.4949,0.106,0.9071
antmaze-large,GCIVL,29,zscore,0.1742,0.278,0.0356
antmaze-large,GCIVL,29,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,29,clip_std,0.2825,0.2898,0.0
antmaze-large,GCIVL,30,raw,0.5508,0.0931,0.9501
antmaze-large,GCIVL,30,zscore,0.2393,0.2604,0.0
antmaze-large,GCIVL,30,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,30,clip_std,0.2543,0.2982,0.0
antmaze-large,GCIVL,31,raw,0.3192,0.1916,0.6645
antmaze-large,GCIVL,31,zscore,0.2653,0.2557,0.0053
antmaze-large,GCIVL,31,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,31,clip_std,0.2617,0.2971,0.0
antmaze-large,GCIVL,32,raw,0.2969,0.2102,0.6439
antmaze-large,GCIVL,32,zscore,0.2388,0.2575,0.0
antmaze-large,GCIVL,32,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,32,clip_std,0.2605,0.2923,0.0
antmaze-large,GCIVL,33,raw,0.5473,0.0936,0.9519
antmaze-large,GCIVL,33,zscore,0.1893,0.2652,0.0207
antmaze-large,GCIVL,33,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,33,clip_std,0.2858,0.2845,0.0
antmaze-large,GCIVL,34,raw,0.5005,0.1043,0.9154
antmaze-large,GCIVL,34,zscore,0.2401,0.2607,0.0
antmaze-large,GCIVL,34,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,34,clip_std,0.2529,0.2985,0.0
antmaze-large,GCIVL,35,raw,0.4779,0.1109,0.886
antmaze-large,GCIVL,35,zscore,0.2656,0.2535,0.0053
antmaze-large,GCIVL,35,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,35,clip_std,0.2688,0.2945,0.0
antmaze-large,GCIVL,36,raw,0.4211,0.1311,0.8105
antmaze-large,GCIVL,36,zscore,0.2418,0.2582,0.0
antmaze-large,GCIVL,36,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,36,clip_std,0.2569,0.2945,0.0
antmaze-large,GCIVL,37,raw,0.5365,0.0959,0.9447
antmaze-large,GCIVL,37,zscore,0.206,0.2615,0.0209
antmaze-large,GCIVL,37,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,37,clip_std,0.2768,0.2895,0.0
antmaze-large,GCIVL,38,raw,0.5563,0.0919,0.9552
antmaze-large,GCIVL,38,zscore,0.2263,0.2592,0.0
antmaze-large,GCIVL,38,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,38,clip_std,0.2622,0.2912,0.0
antmaze-large,GCIVL,39,raw,0.1315,0.4438,0.1292
antmaze-large,GCIVL,39,zscore,0.1817,0.2952,0.0193
antmaze-large,GCIVL,39,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,39,clip_std,0.3241,0.2801,0.0
antmaze-large,GCIVL,40,raw,0.1395,0.5004,0.2762
antmaze-large,GCIVL,40,zscore,0.2578,0.2554,0.0053
antmaze-large,GCIVL,40,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,40,clip_std,0.2608,0.2959,0.0
antmaze-large,GCIVL,41,raw,0.5613,0.0909,0.9596
antmaze-large,GCIVL,41,zscore,0.268,0.2522,0.0
antmaze-large,GCIVL,41,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,41,clip_std,0.264,0.2946,0.0
antmaze-large,GCIVL,42,raw,0.5268,0.0983,0.932
antmaze-large,GCIVL,42,zscore,0.2292,0.2583,0.0
antmaze-large,GCIVL,42,rank,0.9242,0.0772,0.0
