env,algo,config,alpha,w_max,ess,saturation_mass,fraction_clipped,top5_mass
antmaze-medium,CRL,46,0.741263022646308,200,0.15013649988098693,0.0,0.0,0.24140867049268028
antmaze-medium,CRL,47,27.46273255906999,20,0.3177893536185014,0.9447145210635559,0.291875,0.1618354639937569
antmaze-medium,CRL,47,27.46273255906999,50,0.3022694426142952,0.9434810261589319,0.27703125,0.1702842235594237
antmaze-medium,CRL,47,27.46273255906999,100,0.2908567611893246,0.9462023816217171,0.267421875,0.17691192644986822
antmaze-medium,CRL,47,27.46273255906999,200,0.2800914489323454,0.9463202674162926,0.257734375,0.18358441077490975
antmaze-medium,CRL,48,26.5451514814049,20,0.30689528409257144,0.9426204565253197,0.280703125,0.1679034489775131
antmaze-medium,CRL,48,26.5451514814049,50,0.2912809955531401,0.9410794467624921,0.2659375,0.17693620620681402
antmaze-medium,CRL,48,26.5451514814049,100,0.27981131221558647,0.9448447699921461,0.256640625,0.18407934636072254
antmaze-medium,CRL,48,26.5451514814049,200,0.26905978178905854,0.9415467454630972,0.2459375,0.19141992283874912
antmaze-medium,CRL,49,1.706009740009904,20,0.18516892562313392,0.2683475042802166,0.023359375,0.4610717840495188
antmaze-medium,CRL,49,1.706009740009904,50,0.10320511437880893,0.2553078513114837,0.01125,0.5741406179734632
antmaze-medium,CRL,49,1.706009740009904,100,0.06328407502658219,0.2706042511001026,0.007109375,0.6428688205936691
antmaze-medium,CRL,49,1.706009740009904,200,0.03796500703186436,0.23756480624757242,0.00375,0.7028023196501245
antmaze-medium,CRL,50,11.448730062693357,20,0.2863169608482189,0.8709875585227842,0.232265625,0.18749816261506286
antmaze-medium,CRL,50,11.448730062693357,50,0.2544792102819418,0.8681980348935768,0.205546875,0.2111922243754805
antmaze-medium,CRL,50,11.448730062693357,100,0.23251056474517218,0.8668238840845361,0.187421875,0.23124938966823805
antmaze-medium,CRL,50,11.448730062693357,200,0.21208154561505208,0.8545698238888729,0.16796875,0.2543835754831994
antmaze-medium,CRL,51,16.607752796262503,20,0.2948793987395437,0.9054643693632235,0.254140625,0.17814239052949987
antmaze-medium,CRL,51,16.607752796262503,50,0.270550676301215,0.9038818092978723,0.232421875,0.19444852368088683
antmaze-medium,CRL,51,16.607752796262503,100,0.25313813089372755,0.901965464591984,0.2165625,0.20824599471099198
antmaze-medium,CRL,51,16.607752796262503,200,0.23660998206481912,0.9028704170336016,0.202734375,0.2226732435073237
