agent,configuration,seed,phase,actor,alpha,has_real_alpha,ess_mean,ess_std,saturation_mass_mean,saturation_mass_std,fraction_clipped_mean,fraction_clipped_std,top5_mass_mean,top5_mass_std,entropy_mean,entropy_std
CRL,14,0,53000,actor,4.942715875804424,True,0.24539,0.014323,0.85426,0.03192,0.19375,0.011675,0.207177,0.011815,4.217329,0.053563
CRL,14,1,53000,actor,4.942715875804424,True,0.244942,0.015179,0.859103,0.030153,0.194922,0.016822,0.207574,0.013449,4.214475,0.055146
CRL,14,2,53000,actor,4.942715875804424,True,0.243608,0.015405,0.859522,0.025507,0.194531,0.016137,0.208094,0.013895,4.209698,0.05625
CRL,14,3,53000,actor,4.942715875804424,True,0.244844,0.015765,0.863155,0.026189,0.196094,0.013125,0.207055,0.013176,4.214264,0.056693
CRL,14,4,53000,actor,4.942715875804424,True,0.24706,0.01432,0.865413,0.022926,0.198047,0.012496,0.205445,0.012126,4.223501,0.052914
CRL,15,0,53000,actor,19.8888405226171,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,15,1,53000,actor,19.8888405226171,True,0.060943,0.024572,0.0,0.0,0.0,0.0,0.689869,0.104114,3.270648,0.88492
CRL,15,2,53000,actor,19.8888405226171,True,0.145542,0.021653,0.620385,0.114126,0.071875,0.023161,0.424957,0.078866,3.850077,0.119777
CRL,15,3,53000,actor,19.8888405226171,True,0.032191,0.021853,0.0,0.0,0.0,0.0,0.845088,0.095207,2.448031,0.933586
CRL,15,4,53000,actor,19.8888405226171,True,0.709817,0.028026,0.996942,0.002036,0.70625,0.027176,0.066254,0.002468,5.203633,0.038798
CRL,16,0,53000,actor,18.777060694992542,True,0.331586,0.013641,0.9626,0.011767,0.313281,0.013878,0.144254,0.00587,4.457007,0.04207
CRL,16,1,53000,actor,18.777060694992542,True,0.328769,0.01384,0.957017,0.018532,0.308594,0.01289,0.145578,0.006196,4.448807,0.043234
CRL,16,2,53000,actor,18.777060694992542,True,0.329739,0.014886,0.968728,0.019479,0.314062,0.013304,0.1448,0.006263,4.451758,0.047481
CRL,16,3,53000,actor,18.777060694992542,True,0.327335,0.012132,0.974102,0.014185,0.313672,0.011653,0.145735,0.005407,4.445121,0.038647
