checkpoint_path,agent,dataset,phase,seed,configuration,actor,fr_auc_mean,fr_auc_std,gap_mean_mean,gap_mean_std,gap_std_mean,gap_std_std,extractability_index_mean,extractability_index_std,adv_plus_mean_mean,adv_plus_mean_std,adv_minus_mean_mean,adv_minus_mean_std
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_21/phase_402222/seed_3/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,3,21,actor,0.606232,0.034646,0.431691,0.220834,2.609171,3.678218,0.295879,0.125028,0.343928,0.067477,-0.087763,0.218566
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_21/phase_402222/seed_4/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,4,21,actor,0.601665,0.020845,0.311656,0.065156,1.111287,0.165694,0.28482,0.06859,0.321125,0.055337,0.009468,0.036071
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_22/phase_402222/seed_0/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,0,22,actor,0.567774,0.015478,0.791417,0.564955,6.710967,8.379562,0.227651,0.11893,0.415581,0.087385,-0.375836,0.59274
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_22/phase_402222/seed_1/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,1,22,actor,0.567771,0.014044,0.791333,0.561858,6.704371,8.37497,0.228329,0.120282,0.416565,0.086811,-0.374769,0.591259
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_22/phase_402222/seed_2/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,2,22,actor,0.567419,0.014107,0.793824,0.571608,6.740625,8.457156,0.226814,0.117634,0.416017,0.087102,-0.377807,0.599044
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_22/phase_402222/seed_3/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,3,22,actor,0.571111,0.020351,0.78902,0.564506,6.699479,8.379823,0.227042,0.118003,0.415673,0.085076,-0.373347,0.591625
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_22/phase_402222/seed_4/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,4,22,actor,0.57204,0.016667,0.791728,0.56613,6.733634,8.437673,0.22744,0.118674,0.415757,0.088288,-0.37597,0.595399
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_23/phase_402222/seed_0/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,0,23,actor,0.602172,0.019855,0.564516,0.410667,3.992785,6.823645,0.302005,0.126371,0.388756,0.07436,-0.175759,0.410814
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_23/phase_402222/seed_1/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,1,23,actor,0.585461,0.024662,0.587159,0.414327,4.363365,6.859142,0.294883,0.126211,0.39041,0.075166,-0.196749,0.422316
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_23/phase_402222/seed_2/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,2,23,actor,0.58347,0.028105,0.521664,0.267673,3.272763,4.448658,0.292679,0.122834,0.390545,0.073775,-0.131119,0.280088
